dat_site,LCT_shared,count,p_a
pba 2020 7 21,Lepidopsetta1,0,0
pba 2020 7 21,Leptocottus armatus,1233,1
pba 2020 7 21,Liparis cyclopus,0,0
pba 2020 7 21,Liparis florae,0,0
pba 2020 7 21,Liparis mucosus,0,0
pba 2020 7 21,Lumpenus sagitta,0,0
pba 2020 7 21,Merluccius productus,0,0
pba 2020 7 21,Microgadus proximus,0,0
pba 2020 7 21,Microstomus pacificus,0,0
pba 2020 7 21,Mola mola,0,0
pba 2020 7 21,Myoxocephalus1,39,1
pba 2020 7 21,Nautichthys oculofasciatus,0,0
pba 2020 7 21,Oligocottus1,0,0
pba 2020 7 21,Oncorhynchus clarkii,0,0
pba 2020 7 21,Oncorhynchus gorbuscha,7,1
pba 2020 7 21,Oncorhynchus keta,0,0
pba 2020 7 21,Oncorhynchus kisutch,0,0
pba 2020 7 21,Oncorhynchus mykiss,0,0
pba 2020 7 21,Oncorhynchus tshawytscha,0,0
pba 2020 7 21,Ophiodon elongatus,56,1
pba 2020 7 21,Oxylebius pictus,0,0
pba 2020 7 21,Pholis1,131,1
pba 2020 7 21,Phytichthys chirus,0,0
pba 2020 7 21,Platichthys stellatus,58,1
pba 2020 7 21,Pleuronectidae1,0,0
pba 2020 7 21,Pleuronichthys coenosus,0,0
pba 2020 7 21,Polypera greeni,0,0
pba 2020 7 21,Rhacochilus vacca,131,1
pba 2020 7 21,Rimicola muscarum,0,0
pba 2020 7 21,Salvelinus malma,0,0
pba 2020 7 21,Scorpaenichthys marmoratus,0,0
pba 2020 7 21,Sebastes entomelas,0,0
pba 2020 7 21,Sebastes nebulosus,0,0
pba 2020 7 21,Sebastes1,0,0
pba 2020 7 21,Sebastes2,0,0
pba 2020 7 21,Synchirus gilli,0,0
pba 2020 7 21,Syngnathus leptorhynchus,83,1
pba 2020 7 21,Trichodon trichodon,0,0
pba 2020 7 21,Xiphister1,0,0
ppo 2018 7 11,Ammodytes1,553,1
ppo 2018 7 11,Amphistichus rhodoterus,0,0
ppo 2018 7 11,Anarrhichthys ocellatus,0,0
ppo 2018 7 11,Anoplarchus1,1769,1
ppo 2018 7 11,Apodichthys flavidus,0,0
ppo 2018 7 11,Artedius1,909,1
ppo 2018 7 11,Ascelichthys rhodorus,0,0
ppo 2018 7 11,Aulorhynchus flavidus,0,0
ppo 2018 7 11,Blepsias cirrhosus,0,0
ppo 2018 7 11,Brachyistius frenatus,0,0
ppo 2018 7 11,Citharichthys1,748,1
ppo 2018 7 11,Clevelandia ios,252,1
ppo 2018 7 11,Clinocottus globiceps,0,0
ppo 2018 7 11,Clupea pallasii,37680,1
ppo 2018 7 11,Cottus asper,789,1
ppo 2018 7 11,Cottus1,0,0
ppo 2018 7 11,Cymatogaster aggregata,13063,1
ppo 2018 7 11,Embiotoca lateralis,0,0
ppo 2018 7 11,Engraulis mordax,0,0
ppo 2018 7 11,Enophrys bison,0,0
ppo 2018 7 11,Gadus chalcogrammus,0,0
ppo 2018 7 11,Gasterosteus aculeatus,320,1
ppo 2018 7 11,Gibbonsia montereyensis,0,0
ppo 2018 7 11,Gobiesox maeandricus,0,0
ppo 2018 7 11,Hemilepidotus hemilepidotus,89,1
ppo 2018 7 11,Hexagrammos decagrammus,0,0
ppo 2018 7 11,Hexagrammos1,0,0
ppo 2018 7 11,Hippoglossus stenolepis,0,0
ppo 2018 7 11,Hydrolagus colliei,0,0
ppo 2018 7 11,Icosteus aenigmaticus,0,0
ppo 2018 7 11,Jordania zonope,0,0
ppo 2018 7 11,Lepidopsetta1,0,0
ppo 2018 7 11,Leptocottus armatus,965,1
ppo 2018 7 11,Liparis cyclopus,0,0
ppo 2018 7 11,Liparis florae,0,0
ppo 2018 7 11,Liparis mucosus,0,0
ppo 2018 7 11,Lumpenus sagitta,0,0
ppo 2018 7 11,Merluccius productus,0,0
ppo 2018 7 11,Microgadus proximus,0,0
ppo 2018 7 11,Microstomus pacificus,0,0
ppo 2018 7 11,Mola mola,0,0
ppo 2018 7 11,Myoxocephalus1,0,0
ppo 2018 7 11,Nautichthys oculofasciatus,0,0
ppo 2018 7 11,Oligocottus1,141,1
ppo 2018 7 11,Oncorhynchus clarkii,0,0
ppo 2018 7 11,Oncorhynchus gorbuscha,144,1
ppo 2018 7 11,Oncorhynchus keta,0,0
ppo 2018 7 11,Oncorhynchus kisutch,0,0
ppo 2018 7 11,Oncorhynchus mykiss,0,0
ppo 2018 7 11,Oncorhynchus tshawytscha,2434,1
ppo 2018 7 11,Ophiodon elongatus,0,0
ppo 2018 7 11,Oxylebius pictus,0,0
ppo 2018 7 11,Pholis1,846,1
ppo 2018 7 11,Phytichthys chirus,0,0
ppo 2018 7 11,Platichthys stellatus,642,1
ppo 2018 7 11,Pleuronectidae1,1122,1
ppo 2018 7 11,Pleuronichthys coenosus,0,0
ppo 2018 7 11,Polypera greeni,0,0
ppo 2018 7 11,Rhacochilus vacca,0,0
ppo 2018 7 11,Rimicola muscarum,0,0
ppo 2018 7 11,Salvelinus malma,0,0
ppo 2018 7 11,Scorpaenichthys marmoratus,318,1
ppo 2018 7 11,Sebastes entomelas,0,0
ppo 2018 7 11,Sebastes nebulosus,0,0
ppo 2018 7 11,Sebastes1,0,0
ppo 2018 7 11,Sebastes2,550,1
ppo 2018 7 11,Synchirus gilli,0,0
ppo 2018 7 11,Syngnathus leptorhynchus,0,0
ppo 2018 7 11,Trichodon trichodon,0,0
ppo 2018 7 11,Xiphister1,1897,1
ppo 2018 8 23,Ammodytes1,880,1
ppo 2018 8 23,Amphistichus rhodoterus,0,0
ppo 2018 8 23,Anarrhichthys ocellatus,0,0
ppo 2018 8 23,Anoplarchus1,2007,1
ppo 2018 8 23,Apodichthys flavidus,0,0
ppo 2018 8 23,Artedius1,3141,1
ppo 2018 8 23,Ascelichthys rhodorus,0,0
ppo 2018 8 23,Aulorhynchus flavidus,0,0
ppo 2018 8 23,Blepsias cirrhosus,0,0
ppo 2018 8 23,Brachyistius frenatus,0,0
ppo 2018 8 23,Citharichthys1,0,0
ppo 2018 8 23,Clevelandia ios,0,0
ppo 2018 8 23,Clinocottus globiceps,0,0
ppo 2018 8 23,Clupea pallasii,20067,1
ppo 2018 8 23,Cottus asper,0,0
ppo 2018 8 23,Cottus1,0,0
ppo 2018 8 23,Cymatogaster aggregata,28764,1
ppo 2018 8 23,Embiotoca lateralis,0,0
ppo 2018 8 23,Engraulis mordax,0,0
ppo 2018 8 23,Enophrys bison,0,0
ppo 2018 8 23,Gadus chalcogrammus,0,0
ppo 2018 8 23,Gasterosteus aculeatus,778,1
ppo 2018 8 23,Gibbonsia montereyensis,0,0
ppo 2018 8 23,Gobiesox maeandricus,0,0
ppo 2018 8 23,Hemilepidotus hemilepidotus,0,0
ppo 2018 8 23,Hexagrammos decagrammus,0,0
ppo 2018 8 23,Hexagrammos1,81,1
ppo 2018 8 23,Hippoglossus stenolepis,0,0
ppo 2018 8 23,Hydrolagus colliei,0,0
ppo 2018 8 23,Icosteus aenigmaticus,0,0
ppo 2018 8 23,Jordania zonope,0,0
ppo 2018 8 23,Lepidopsetta1,0,0
ppo 2018 8 23,Leptocottus armatus,916,1
ppo 2018 8 23,Liparis cyclopus,0,0
ppo 2018 8 23,Liparis florae,0,0
ppo 2018 8 23,Liparis mucosus,0,0
ppo 2018 8 23,Lumpenus sagitta,0,0
ppo 2018 8 23,Merluccius productus,0,0
ppo 2018 8 23,Microgadus proximus,0,0
ppo 2018 8 23,Microstomus pacificus,0,0
ppo 2018 8 23,Mola mola,0,0
ppo 2018 8 23,Myoxocephalus1,684,1
ppo 2018 8 23,Nautichthys oculofasciatus,0,0
ppo 2018 8 23,Oligocottus1,1414,1
ppo 2018 8 23,Oncorhynchus clarkii,0,0
ppo 2018 8 23,Oncorhynchus gorbuscha,176,1
ppo 2018 8 23,Oncorhynchus keta,0,0
ppo 2018 8 23,Oncorhynchus kisutch,0,0
ppo 2018 8 23,Oncorhynchus mykiss,0,0
ppo 2018 8 23,Oncorhynchus tshawytscha,0,0
ppo 2018 8 23,Ophiodon elongatus,664,1
ppo 2018 8 23,Oxylebius pictus,0,0
ppo 2018 8 23,Pholis1,994,1
ppo 2018 8 23,Phytichthys chirus,0,0
ppo 2018 8 23,Platichthys stellatus,0,0
ppo 2018 8 23,Pleuronectidae1,0,0
ppo 2018 8 23,Pleuronichthys coenosus,0,0
ppo 2018 8 23,Polypera greeni,0,0
ppo 2018 8 23,Rhacochilus vacca,1003,1
ppo 2018 8 23,Rimicola muscarum,0,0
ppo 2018 8 23,Salvelinus malma,0,0
ppo 2018 8 23,Scorpaenichthys marmoratus,0,0
ppo 2018 8 23,Sebastes entomelas,0,0
ppo 2018 8 23,Sebastes nebulosus,0,0
ppo 2018 8 23,Sebastes1,0,0
ppo 2018 8 23,Sebastes2,2274,1
ppo 2018 8 23,Synchirus gilli,0,0
ppo 2018 8 23,Syngnathus leptorhynchus,0,0
ppo 2018 8 23,Trichodon trichodon,0,0
ppo 2018 8 23,Xiphister1,2793,1
ppo 2019 7 31,Ammodytes1,0,0
ppo 2019 7 31,Amphistichus rhodoterus,0,0
ppo 2019 7 31,Anarrhichthys ocellatus,0,0
ppo 2019 7 31,Anoplarchus1,6745,1
ppo 2019 7 31,Apodichthys flavidus,0,0
ppo 2019 7 31,Artedius1,2517,1
ppo 2019 7 31,Ascelichthys rhodorus,0,0
ppo 2019 7 31,Aulorhynchus flavidus,0,0
ppo 2019 7 31,Blepsias cirrhosus,0,0
ppo 2019 7 31,Brachyistius frenatus,0,0
ppo 2019 7 31,Citharichthys1,302,1
ppo 2019 7 31,Clevelandia ios,0,0
ppo 2019 7 31,Clinocottus globiceps,0,0
ppo 2019 7 31,Clupea pallasii,8567,1
ppo 2019 7 31,Cottus asper,0,0
ppo 2019 7 31,Cottus1,0,0
ppo 2019 7 31,Cymatogaster aggregata,15991,1
ppo 2019 7 31,Embiotoca lateralis,0,0
ppo 2019 7 31,Engraulis mordax,0,0
ppo 2019 7 31,Enophrys bison,528,1
ppo 2019 7 31,Gadus chalcogrammus,0,0
ppo 2019 7 31,Gasterosteus aculeatus,6064,1
ppo 2019 7 31,Gibbonsia montereyensis,0,0
ppo 2019 7 31,Gobiesox maeandricus,181,1
ppo 2019 7 31,Hemilepidotus hemilepidotus,258,1
ppo 2019 7 31,Hexagrammos decagrammus,0,0
ppo 2019 7 31,Hexagrammos1,0,0
ppo 2019 7 31,Hippoglossus stenolepis,0,0
ppo 2019 7 31,Hydrolagus colliei,0,0
ppo 2019 7 31,Icosteus aenigmaticus,0,0
ppo 2019 7 31,Jordania zonope,0,0
ppo 2019 7 31,Lepidopsetta1,0,0
ppo 2019 7 31,Leptocottus armatus,3379,1
ppo 2019 7 31,Liparis cyclopus,0,0
ppo 2019 7 31,Liparis florae,0,0
ppo 2019 7 31,Liparis mucosus,0,0
ppo 2019 7 31,Lumpenus sagitta,0,0
ppo 2019 7 31,Merluccius productus,0,0
ppo 2019 7 31,Microgadus proximus,0,0
ppo 2019 7 31,Microstomus pacificus,0,0
ppo 2019 7 31,Mola mola,0,0
ppo 2019 7 31,Myoxocephalus1,0,0
ppo 2019 7 31,Nautichthys oculofasciatus,0,0
ppo 2019 7 31,Oligocottus1,339,1
ppo 2019 7 31,Oncorhynchus clarkii,0,0
ppo 2019 7 31,Oncorhynchus gorbuscha,1926,1
ppo 2019 7 31,Oncorhynchus keta,0,0
ppo 2019 7 31,Oncorhynchus kisutch,4762,1
ppo 2019 7 31,Oncorhynchus mykiss,0,0
ppo 2019 7 31,Oncorhynchus tshawytscha,124,1
ppo 2019 7 31,Ophiodon elongatus,671,1
ppo 2019 7 31,Oxylebius pictus,0,0
ppo 2019 7 31,Pholis1,3941,1
ppo 2019 7 31,Phytichthys chirus,0,0
ppo 2019 7 31,Platichthys stellatus,275,1
ppo 2019 7 31,Pleuronectidae1,1437,1
ppo 2019 7 31,Pleuronichthys coenosus,0,0
ppo 2019 7 31,Polypera greeni,0,0
ppo 2019 7 31,Rhacochilus vacca,0,0
ppo 2019 7 31,Rimicola muscarum,0,0
ppo 2019 7 31,Salvelinus malma,0,0
ppo 2019 7 31,Scorpaenichthys marmoratus,0,0
ppo 2019 7 31,Sebastes entomelas,0,0
ppo 2019 7 31,Sebastes nebulosus,0,0
ppo 2019 7 31,Sebastes1,0,0
ppo 2019 7 31,Sebastes2,1554,1
ppo 2019 7 31,Synchirus gilli,0,0
ppo 2019 7 31,Syngnathus leptorhynchus,0,0
ppo 2019 7 31,Trichodon trichodon,0,0
ppo 2019 7 31,Xiphister1,2183,1
ppo 2020 7 21,Ammodytes1,20,1
ppo 2020 7 21,Amphistichus rhodoterus,0,0
ppo 2020 7 21,Anarrhichthys ocellatus,0,0
ppo 2020 7 21,Anoplarchus1,1181,1
ppo 2020 7 21,Apodichthys flavidus,0,0
ppo 2020 7 21,Artedius1,558,1
ppo 2020 7 21,Ascelichthys rhodorus,0,0
ppo 2020 7 21,Aulorhynchus flavidus,0,0
ppo 2020 7 21,Blepsias cirrhosus,0,0
ppo 2020 7 21,Brachyistius frenatus,149,1
ppo 2020 7 21,Citharichthys1,0,0
ppo 2020 7 21,Clevelandia ios,0,0
ppo 2020 7 21,Clinocottus globiceps,0,0
ppo 2020 7 21,Clupea pallasii,14859,1
ppo 2020 7 21,Cottus asper,0,0
ppo 2020 7 21,Cottus1,0,0
ppo 2020 7 21,Cymatogaster aggregata,22257,1
ppo 2020 7 21,Embiotoca lateralis,0,0
ppo 2020 7 21,Engraulis mordax,391,1
ppo 2020 7 21,Enophrys bison,0,0
ppo 2020 7 21,Gadus chalcogrammus,0,0
ppo 2020 7 21,Gasterosteus aculeatus,25075,1
ppo 2020 7 21,Gibbonsia montereyensis,0,0
ppo 2020 7 21,Gobiesox maeandricus,0,0
ppo 2020 7 21,Hemilepidotus hemilepidotus,0,0
ppo 2020 7 21,Hexagrammos decagrammus,0,0
ppo 2020 7 21,Hexagrammos1,0,0
ppo 2020 7 21,Hippoglossus stenolepis,0,0
ppo 2020 7 21,Hydrolagus colliei,0,0
ppo 2020 7 21,Icosteus aenigmaticus,0,0
ppo 2020 7 21,Jordania zonope,0,0
ppo 2020 7 21,Lepidopsetta1,0,0
ppo 2020 7 21,Leptocottus armatus,3154,1
ppo 2020 7 21,Liparis cyclopus,0,0
ppo 2020 7 21,Liparis florae,0,0
ppo 2020 7 21,Liparis mucosus,0,0
ppo 2020 7 21,Lumpenus sagitta,0,0
ppo 2020 7 21,Merluccius productus,0,0
ppo 2020 7 21,Microgadus proximus,0,0
ppo 2020 7 21,Microstomus pacificus,0,0
ppo 2020 7 21,Mola mola,0,0
ppo 2020 7 21,Myoxocephalus1,0,0
ppo 2020 7 21,Nautichthys oculofasciatus,0,0
ppo 2020 7 21,Oligocottus1,23,1
ppo 2020 7 21,Oncorhynchus clarkii,0,0
ppo 2020 7 21,Oncorhynchus gorbuscha,0,0
ppo 2020 7 21,Oncorhynchus keta,0,0
ppo 2020 7 21,Oncorhynchus kisutch,0,0
ppo 2020 7 21,Oncorhynchus mykiss,0,0
ppo 2020 7 21,Oncorhynchus tshawytscha,39,1
ppo 2020 7 21,Ophiodon elongatus,0,0
ppo 2020 7 21,Oxylebius pictus,0,0
ppo 2020 7 21,Pholis1,904,1
ppo 2020 7 21,Phytichthys chirus,0,0
ppo 2020 7 21,Platichthys stellatus,0,0
ppo 2020 7 21,Pleuronectidae1,296,1
ppo 2020 7 21,Pleuronichthys coenosus,0,0
ppo 2020 7 21,Polypera greeni,0,0
ppo 2020 7 21,Rhacochilus vacca,0,0
ppo 2020 7 21,Rimicola muscarum,0,0
ppo 2020 7 21,Salvelinus malma,0,0
ppo 2020 7 21,Scorpaenichthys marmoratus,0,0
ppo 2020 7 21,Sebastes entomelas,0,0
ppo 2020 7 21,Sebastes nebulosus,0,0
ppo 2020 7 21,Sebastes1,0,0
ppo 2020 7 21,Sebastes2,112,1
ppo 2020 7 21,Synchirus gilli,0,0
ppo 2020 7 21,Syngnathus leptorhynchus,0,0
ppo 2020 7 21,Trichodon trichodon,0,0
ppo 2020 7 21,Xiphister1,497,1
sni1 2018 7 16,Ammodytes1,0,0
sni1 2018 7 16,Amphistichus rhodoterus,0,0
sni1 2018 7 16,Anarrhichthys ocellatus,0,0
sni1 2018 7 16,Anoplarchus1,3047,1
sni1 2018 7 16,Apodichthys flavidus,0,0
sni1 2018 7 16,Artedius1,1723,1
sni1 2018 7 16,Ascelichthys rhodorus,0,0
sni1 2018 7 16,Aulorhynchus flavidus,0,0
sni1 2018 7 16,Blepsias cirrhosus,0,0
sni1 2018 7 16,Brachyistius frenatus,0,0
sni1 2018 7 16,Citharichthys1,609,1
sni1 2018 7 16,Clevelandia ios,0,0
sni1 2018 7 16,Clinocottus globiceps,0,0
sni1 2018 7 16,Clupea pallasii,35095,1
sni1 2018 7 16,Cottus asper,0,0
sni1 2018 7 16,Cottus1,0,0
sni1 2018 7 16,Cymatogaster aggregata,1768,1
sni1 2018 7 16,Embiotoca lateralis,0,0
sni1 2018 7 16,Engraulis mordax,0,0
sni1 2018 7 16,Enophrys bison,446,1
sni1 2018 7 16,Gadus chalcogrammus,187,1
sni1 2018 7 16,Gasterosteus aculeatus,0,0
sni1 2018 7 16,Gibbonsia montereyensis,0,0
sni1 2018 7 16,Gobiesox maeandricus,281,1
sni1 2018 7 16,Hemilepidotus hemilepidotus,511,1
sni1 2018 7 16,Hexagrammos decagrammus,0,0
sni1 2018 7 16,Hexagrammos1,134,1
sni1 2018 7 16,Hippoglossus stenolepis,0,0
sni1 2018 7 16,Hydrolagus colliei,0,0
sni1 2018 7 16,Icosteus aenigmaticus,0,0
sni1 2018 7 16,Jordania zonope,0,0
sni1 2018 7 16,Lepidopsetta1,0,0
sni1 2018 7 16,Leptocottus armatus,335,1
sni1 2018 7 16,Liparis cyclopus,353,1
sni1 2018 7 16,Liparis florae,0,0
sni1 2018 7 16,Liparis mucosus,0,0
sni1 2018 7 16,Lumpenus sagitta,1233,1
sni1 2018 7 16,Merluccius productus,0,0
sni1 2018 7 16,Microgadus proximus,0,0
sni1 2018 7 16,Microstomus pacificus,0,0
sni1 2018 7 16,Mola mola,0,0
sni1 2018 7 16,Myoxocephalus1,1299,1
sni1 2018 7 16,Nautichthys oculofasciatus,0,0
sni1 2018 7 16,Oligocottus1,443,1
sni1 2018 7 16,Oncorhynchus clarkii,0,0
sni1 2018 7 16,Oncorhynchus gorbuscha,0,0
sni1 2018 7 16,Oncorhynchus keta,0,0
sni1 2018 7 16,Oncorhynchus kisutch,2613,1
sni1 2018 7 16,Oncorhynchus mykiss,0,0
sni1 2018 7 16,Oncorhynchus tshawytscha,19,1
sni1 2018 7 16,Ophiodon elongatus,572,1
sni1 2018 7 16,Oxylebius pictus,0,0
sni1 2018 7 16,Pholis1,4689,1
sni1 2018 7 16,Phytichthys chirus,0,0
sni1 2018 7 16,Platichthys stellatus,496,1
sni1 2018 7 16,Pleuronectidae1,1580,1
sni1 2018 7 16,Pleuronichthys coenosus,0,0
sni1 2018 7 16,Polypera greeni,0,0
sni1 2018 7 16,Rhacochilus vacca,0,0
sni1 2018 7 16,Rimicola muscarum,0,0
sni1 2018 7 16,Salvelinus malma,0,0
sni1 2018 7 16,Scorpaenichthys marmoratus,0,0
sni1 2018 7 16,Sebastes entomelas,0,0
sni1 2018 7 16,Sebastes nebulosus,0,0
sni1 2018 7 16,Sebastes1,0,0
sni1 2018 7 16,Sebastes2,3876,1
sni1 2018 7 16,Synchirus gilli,0,0
sni1 2018 7 16,Syngnathus leptorhynchus,0,0
sni1 2018 7 16,Trichodon trichodon,0,0
sni1 2018 7 16,Xiphister1,249,1
sni2 2018 7 16,Ammodytes1,177,1
sni2 2018 7 16,Amphistichus rhodoterus,0,0
sni2 2018 7 16,Anarrhichthys ocellatus,0,0
sni2 2018 7 16,Anoplarchus1,243,1
sni2 2018 7 16,Apodichthys flavidus,0,0
sni2 2018 7 16,Artedius1,0,0
sni2 2018 7 16,Ascelichthys rhodorus,0,0
sni2 2018 7 16,Aulorhynchus flavidus,0,0
sni2 2018 7 16,Blepsias cirrhosus,0,0
sni2 2018 7 16,Brachyistius frenatus,102,1
sni2 2018 7 16,Citharichthys1,142,1
sni2 2018 7 16,Clevelandia ios,0,0
sni2 2018 7 16,Clinocottus globiceps,0,0
sni2 2018 7 16,Clupea pallasii,64522,1
sni2 2018 7 16,Cottus asper,44,1
sni2 2018 7 16,Cottus1,0,0
sni2 2018 7 16,Cymatogaster aggregata,341,1
sni2 2018 7 16,Embiotoca lateralis,0,0
sni2 2018 7 16,Engraulis mordax,48,1
sni2 2018 7 16,Enophrys bison,0,0
sni2 2018 7 16,Gadus chalcogrammus,0,0
sni2 2018 7 16,Gasterosteus aculeatus,0,0
sni2 2018 7 16,Gibbonsia montereyensis,0,0
sni2 2018 7 16,Gobiesox maeandricus,102,1
sni2 2018 7 16,Hemilepidotus hemilepidotus,0,0
sni2 2018 7 16,Hexagrammos decagrammus,0,0
sni2 2018 7 16,Hexagrammos1,0,0
sni2 2018 7 16,Hippoglossus stenolepis,0,0
sni2 2018 7 16,Hydrolagus colliei,0,0
sni2 2018 7 16,Icosteus aenigmaticus,0,0
sni2 2018 7 16,Jordania zonope,0,0
sni2 2018 7 16,Lepidopsetta1,0,0
sni2 2018 7 16,Leptocottus armatus,0,0
sni2 2018 7 16,Liparis cyclopus,0,0
sni2 2018 7 16,Liparis florae,0,0
sni2 2018 7 16,Liparis mucosus,0,0
sni2 2018 7 16,Lumpenus sagitta,0,0
sni2 2018 7 16,Merluccius productus,0,0
sni2 2018 7 16,Microgadus proximus,0,0
sni2 2018 7 16,Microstomus pacificus,0,0
sni2 2018 7 16,Mola mola,0,0
sni2 2018 7 16,Myoxocephalus1,0,0
sni2 2018 7 16,Nautichthys oculofasciatus,0,0
sni2 2018 7 16,Oligocottus1,119,1
sni2 2018 7 16,Oncorhynchus clarkii,0,0
sni2 2018 7 16,Oncorhynchus gorbuscha,145,1
sni2 2018 7 16,Oncorhynchus keta,0,0
sni2 2018 7 16,Oncorhynchus kisutch,1314,1
sni2 2018 7 16,Oncorhynchus mykiss,0,0
sni2 2018 7 16,Oncorhynchus tshawytscha,121,1
sni2 2018 7 16,Ophiodon elongatus,0,0
sni2 2018 7 16,Oxylebius pictus,0,0
sni2 2018 7 16,Pholis1,1560,1
sni2 2018 7 16,Phytichthys chirus,0,0
sni2 2018 7 16,Platichthys stellatus,0,0
sni2 2018 7 16,Pleuronectidae1,0,0
sni2 2018 7 16,Pleuronichthys coenosus,249,1
sni2 2018 7 16,Polypera greeni,0,0
sni2 2018 7 16,Rhacochilus vacca,552,1
sni2 2018 7 16,Rimicola muscarum,0,0
sni2 2018 7 16,Salvelinus malma,547,1
sni2 2018 7 16,Scorpaenichthys marmoratus,0,0
sni2 2018 7 16,Sebastes entomelas,0,0
sni2 2018 7 16,Sebastes nebulosus,0,0
sni2 2018 7 16,Sebastes1,0,0
sni2 2018 7 16,Sebastes2,361,1
sni2 2018 7 16,Synchirus gilli,0,0
sni2 2018 7 16,Syngnathus leptorhynchus,0,0
sni2 2018 7 16,Trichodon trichodon,0,0
sni2 2018 7 16,Xiphister1,0,0
ssp 2018 7 12,Ammodytes1,20626,1
ssp 2018 7 12,Amphistichus rhodoterus,0,0
ssp 2018 7 12,Anarrhichthys ocellatus,0,0
ssp 2018 7 12,Anoplarchus1,38,1
ssp 2018 7 12,Apodichthys flavidus,133,1
ssp 2018 7 12,Artedius1,76,1
ssp 2018 7 12,Ascelichthys rhodorus,78,1
ssp 2018 7 12,Aulorhynchus flavidus,0,0
ssp 2018 7 12,Blepsias cirrhosus,0,0
ssp 2018 7 12,Brachyistius frenatus,0,0
ssp 2018 7 12,Citharichthys1,309,1
ssp 2018 7 12,Clevelandia ios,0,0
ssp 2018 7 12,Clinocottus globiceps,0,0
ssp 2018 7 12,Clupea pallasii,35797,1
ssp 2018 7 12,Cottus asper,0,0
ssp 2018 7 12,Cottus1,0,0
ssp 2018 7 12,Cymatogaster aggregata,572,1
ssp 2018 7 12,Embiotoca lateralis,221,1
ssp 2018 7 12,Engraulis mordax,70,1
ssp 2018 7 12,Enophrys bison,38,1
ssp 2018 7 12,Gadus chalcogrammus,0,0
ssp 2018 7 12,Gasterosteus aculeatus,0,0
ssp 2018 7 12,Gibbonsia montereyensis,0,0
ssp 2018 7 12,Gobiesox maeandricus,46,1
ssp 2018 7 12,Hemilepidotus hemilepidotus,66,1
ssp 2018 7 12,Hexagrammos decagrammus,1034,1
ssp 2018 7 12,Hexagrammos1,146,1
ssp 2018 7 12,Hippoglossus stenolepis,261,1
ssp 2018 7 12,Hydrolagus colliei,53,1
ssp 2018 7 12,Icosteus aenigmaticus,0,0
ssp 2018 7 12,Jordania zonope,120,1
ssp 2018 7 12,Lepidopsetta1,0,0
ssp 2018 7 12,Leptocottus armatus,0,0
ssp 2018 7 12,Liparis cyclopus,0,0
ssp 2018 7 12,Liparis florae,0,0
ssp 2018 7 12,Liparis mucosus,0,0
ssp 2018 7 12,Lumpenus sagitta,0,0
ssp 2018 7 12,Merluccius productus,0,0
ssp 2018 7 12,Microgadus proximus,0,0
ssp 2018 7 12,Microstomus pacificus,0,0
ssp 2018 7 12,Mola mola,0,0
ssp 2018 7 12,Myoxocephalus1,0,0
ssp 2018 7 12,Nautichthys oculofasciatus,0,0
ssp 2018 7 12,Oligocottus1,38,1
ssp 2018 7 12,Oncorhynchus clarkii,0,0
ssp 2018 7 12,Oncorhynchus gorbuscha,74,1
ssp 2018 7 12,Oncorhynchus keta,0,0
ssp 2018 7 12,Oncorhynchus kisutch,954,1
ssp 2018 7 12,Oncorhynchus mykiss,0,0
ssp 2018 7 12,Oncorhynchus tshawytscha,5142,1
ssp 2018 7 12,Ophiodon elongatus,906,1
ssp 2018 7 12,Oxylebius pictus,145,1
ssp 2018 7 12,Pholis1,118,1
ssp 2018 7 12,Phytichthys chirus,0,0
ssp 2018 7 12,Platichthys stellatus,227,1
ssp 2018 7 12,Pleuronectidae1,779,1
ssp 2018 7 12,Pleuronichthys coenosus,0,0
ssp 2018 7 12,Polypera greeni,0,0
ssp 2018 7 12,Rhacochilus vacca,0,0
ssp 2018 7 12,Rimicola muscarum,0,0
ssp 2018 7 12,Salvelinus malma,0,0
ssp 2018 7 12,Scorpaenichthys marmoratus,0,0
ssp 2018 7 12,Sebastes entomelas,0,0
ssp 2018 7 12,Sebastes nebulosus,0,0
ssp 2018 7 12,Sebastes1,199,1
ssp 2018 7 12,Sebastes2,1548,1
ssp 2018 7 12,Synchirus gilli,74,1
ssp 2018 7 12,Syngnathus leptorhynchus,0,0
ssp 2018 7 12,Trichodon trichodon,0,0
ssp 2018 7 12,Xiphister1,141,1
ssp 2018 8 24,Ammodytes1,1160,1
ssp 2018 8 24,Amphistichus rhodoterus,0,0
ssp 2018 8 24,Anarrhichthys ocellatus,0,0
ssp 2018 8 24,Anoplarchus1,51,1
ssp 2018 8 24,Apodichthys flavidus,256,1
ssp 2018 8 24,Artedius1,483,1
ssp 2018 8 24,Ascelichthys rhodorus,0,0
ssp 2018 8 24,Aulorhynchus flavidus,0,0
ssp 2018 8 24,Blepsias cirrhosus,0,0
ssp 2018 8 24,Brachyistius frenatus,0,0
ssp 2018 8 24,Citharichthys1,1568,1
ssp 2018 8 24,Clevelandia ios,0,0
ssp 2018 8 24,Clinocottus globiceps,0,0
ssp 2018 8 24,Clupea pallasii,9709,1
ssp 2018 8 24,Cottus asper,0,0
ssp 2018 8 24,Cottus1,0,0
ssp 2018 8 24,Cymatogaster aggregata,3194,1
ssp 2018 8 24,Embiotoca lateralis,315,1
ssp 2018 8 24,Engraulis mordax,0,0
ssp 2018 8 24,Enophrys bison,142,1
