site,Species,value,p_a
268-EN01,Myoxocephalus jaok,0,0
268-EN01,Nannobrachium regale,0,0
268-EN01,Nannobrachium ritteri,0,0
268-EN01,Nautichthys oculofasciatus,0,0
268-EN01,Odontopyxis trispinosa,0,0
268-EN01,Oligocottus maculosus,0,0
268-EN01,Oligocottus snyderi,0,0
268-EN01,Oncorhynchus clarkii lewisi,0,0
268-EN01,Oncorhynchus gorbuscha,0,0
268-EN01,Oncorhynchus keta,0,0
268-EN01,Oncorhynchus kisutch,5861,1
268-EN01,Oncorhynchus mykiss,0,0
268-EN01,Oncorhynchus nerka,0,0
268-EN01,Oncorhynchus tshawytscha,0,0
268-EN01,Ophiodon elongatus,0,0
268-EN01,Parophrys vetulus,0,0
268-EN01,Phanerodon vacca,0,0
268-EN01,Pholis gunnellus,0,0
268-EN01,Pholis laeta,4226,1
268-EN01,Pholis ornata,0,0
268-EN01,Phytichthys chirus,0,0
268-EN01,Platichthys stellatus,0,0
268-EN01,Pleuronichthys coenosus,0,0
268-EN01,Poromitra cristiceps,0,0
268-EN01,Prosopium williamsoni,0,0
268-EN01,Rhinogobiops nicholsii,0,0
268-EN01,Rimicola muscarum,0,0
268-EN01,Salmo salar,0,0
268-EN01,Salvelinus malma,274,1
268-EN01,Sardinops sp.,0,0
268-EN01,Scorpaenichthys marmoratus,0,0
268-EN01,Sebastes sp.,0,0
268-EN01,Stenobrachius leucopsarus,0,0
268-EN01,Stenobrachius nannochir,0,0
268-EN01,Synchirus gilli,0,0
268-EN01,Syngnathus leptorhynchus,0,0
268-EN01,Thaleichthys pacificus,0,0
268-EN01,Trichodon trichodon,0,0
268-EN01,Xiphister atropurpureus,0,0
268-EN01,no identification,2000,1
277-EN01,Agonomalus mozinoi,0,0
277-EN01,Albatrossia pectoralis,274,1
277-EN01,Ammodytes personatus,9629,1
277-EN01,Ammodytes sp.,0,0
277-EN01,Anarrhichthys ocellatus,0,0
277-EN01,Anoplarchus purpurescens,257,1
277-EN01,Anoplopoma fimbria,0,0
277-EN01,Apodichthys flavidus,0,0
277-EN01,Artedius fenestralis,1611,1
277-EN01,Artedius harringtoni,3098,1
277-EN01,Artedius lateralis,0,0
277-EN01,Ascelichthys rhodorus,0,0
277-EN01,Aulorhynchus flavidus,0,0
277-EN01,Bathylagus pacificus,0,0
277-EN01,Blepsias cirrhosus,0,0
277-EN01,Brachyistius frenatus,0,0
277-EN01,Chauliodus macouni,0,0
277-EN01,Chitonotus pugetensis,0,0
277-EN01,Citharichthys sordidus,0,0
277-EN01,Citharichthys stigmaeus,0,0
277-EN01,Clinocottus embryum,0,0
277-EN01,Clinocottus globiceps,0,0
277-EN01,Clupea pallasii,17517,1
277-EN01,Coryphaenoides filifer,0,0
277-EN01,Cottus asper,2790,1
277-EN01,Cottus cognatus,0,0
277-EN01,Cottus sp.,0,0
277-EN01,Cymatogaster aggregata,11195,1
277-EN01,Embiotoca lateralis,0,0
277-EN01,Engraulis mordax,735,1
277-EN01,Enophrys bison,1985,1
277-EN01,Gadus chalcogrammus,883,1
277-EN01,Gadus macrocephalus,403,1
277-EN01,Gasterosteus aculeatus,1484,1
277-EN01,Gibbonsia montereyensis,0,0
277-EN01,Glyptocephalus zachirus,0,0
277-EN01,Gobiesox maeandricus,182,1
277-EN01,Hemilepidotus hemilepidotus,0,0
277-EN01,Hemilepidotus spinosus,0,0
277-EN01,Hexagrammos decagrammus,2282,1
277-EN01,Hexagrammos sp.,0,0
277-EN01,Hippoglossus stenolepis,0,0
277-EN01,Hydrolagus colliei,0,0
277-EN01,Icelinus borealis,0,0
277-EN01,Icosteus aenigmaticus,0,0
277-EN01,Jordania zonope,0,0
277-EN01,Lepidogobius lepidus,0,0
277-EN01,Lepidopsetta bilineata,0,0
277-EN01,Leptocottus armatus,1410,1
277-EN01,Liparis florae,0,0
277-EN01,Liparis mucosus,0,0
277-EN01,Liparis pulchellus,0,0
277-EN01,Lipolagus ochotensis,0,0
277-EN01,Lumpenus sagitta,0,0
277-EN01,Lumpenus sp.,0,0
277-EN01,Merluccius productus,0,0
277-EN01,Microstomus pacificus,0,0
277-EN01,Myoxocephalus jaok,0,0
277-EN01,Nannobrachium regale,786,1
277-EN01,Nannobrachium ritteri,0,0
277-EN01,Nautichthys oculofasciatus,0,0
277-EN01,Odontopyxis trispinosa,0,0
277-EN01,Oligocottus maculosus,1485,1
277-EN01,Oligocottus snyderi,0,0
277-EN01,Oncorhynchus clarkii lewisi,0,0
277-EN01,Oncorhynchus gorbuscha,0,0
277-EN01,Oncorhynchus keta,0,0
277-EN01,Oncorhynchus kisutch,665,1
277-EN01,Oncorhynchus mykiss,0,0
277-EN01,Oncorhynchus nerka,0,0
277-EN01,Oncorhynchus tshawytscha,0,0
277-EN01,Ophiodon elongatus,0,0
277-EN01,Parophrys vetulus,0,0
277-EN01,Phanerodon vacca,722,1
277-EN01,Pholis gunnellus,0,0
277-EN01,Pholis laeta,3280,1
277-EN01,Pholis ornata,0,0
277-EN01,Phytichthys chirus,0,0
277-EN01,Platichthys stellatus,0,0
277-EN01,Pleuronichthys coenosus,0,0
277-EN01,Poromitra cristiceps,0,0
277-EN01,Prosopium williamsoni,0,0
277-EN01,Rhinogobiops nicholsii,0,0
277-EN01,Rimicola muscarum,0,0
277-EN01,Salmo salar,0,0
277-EN01,Salvelinus malma,0,0
277-EN01,Sardinops sp.,0,0
277-EN01,Scorpaenichthys marmoratus,2368,1
277-EN01,Sebastes sp.,2268,1
277-EN01,Stenobrachius leucopsarus,0,0
277-EN01,Stenobrachius nannochir,0,0
277-EN01,Synchirus gilli,0,0
277-EN01,Syngnathus leptorhynchus,0,0
277-EN01,Thaleichthys pacificus,0,0
277-EN01,Trichodon trichodon,0,0
277-EN01,Xiphister atropurpureus,0,0
277-EN01,no identification,0,0
282-EN02,Agonomalus mozinoi,0,0
282-EN02,Albatrossia pectoralis,0,0
282-EN02,Ammodytes personatus,7754,1
282-EN02,Ammodytes sp.,0,0
282-EN02,Anarrhichthys ocellatus,0,0
282-EN02,Anoplarchus purpurescens,271,1
282-EN02,Anoplopoma fimbria,0,0
282-EN02,Apodichthys flavidus,0,0
282-EN02,Artedius fenestralis,0,0
282-EN02,Artedius harringtoni,0,0
282-EN02,Artedius lateralis,0,0
282-EN02,Ascelichthys rhodorus,0,0
282-EN02,Aulorhynchus flavidus,0,0
282-EN02,Bathylagus pacificus,0,0
282-EN02,Blepsias cirrhosus,0,0
282-EN02,Brachyistius frenatus,0,0
282-EN02,Chauliodus macouni,0,0
282-EN02,Chitonotus pugetensis,0,0
282-EN02,Citharichthys sordidus,0,0
282-EN02,Citharichthys stigmaeus,0,0
282-EN02,Clinocottus embryum,0,0
282-EN02,Clinocottus globiceps,0,0
282-EN02,Clupea pallasii,23914,1
282-EN02,Coryphaenoides filifer,0,0
282-EN02,Cottus asper,613,1
282-EN02,Cottus cognatus,8762,1
282-EN02,Cottus sp.,0,0
282-EN02,Cymatogaster aggregata,462,1
282-EN02,Embiotoca lateralis,183,1
282-EN02,Engraulis mordax,0,0
282-EN02,Enophrys bison,0,0
282-EN02,Gadus chalcogrammus,0,0
282-EN02,Gadus macrocephalus,0,0
282-EN02,Gasterosteus aculeatus,303,1
282-EN02,Gibbonsia montereyensis,0,0
282-EN02,Glyptocephalus zachirus,0,0
282-EN02,Gobiesox maeandricus,0,0
282-EN02,Hemilepidotus hemilepidotus,0,0
282-EN02,Hemilepidotus spinosus,0,0
282-EN02,Hexagrammos decagrammus,0,0
282-EN02,Hexagrammos sp.,0,0
282-EN02,Hippoglossus stenolepis,0,0
282-EN02,Hydrolagus colliei,0,0
282-EN02,Icelinus borealis,0,0
282-EN02,Icosteus aenigmaticus,0,0
282-EN02,Jordania zonope,320,1
282-EN02,Lepidogobius lepidus,0,0
282-EN02,Lepidopsetta bilineata,0,0
282-EN02,Leptocottus armatus,0,0
282-EN02,Liparis florae,0,0
282-EN02,Liparis mucosus,0,0
282-EN02,Liparis pulchellus,0,0
282-EN02,Lipolagus ochotensis,0,0
282-EN02,Lumpenus sagitta,0,0
282-EN02,Lumpenus sp.,0,0
282-EN02,Merluccius productus,0,0
282-EN02,Microstomus pacificus,0,0
282-EN02,Myoxocephalus jaok,0,0
282-EN02,Nannobrachium regale,0,0
282-EN02,Nannobrachium ritteri,13074,1
282-EN02,Nautichthys oculofasciatus,0,0
282-EN02,Odontopyxis trispinosa,4629,1
282-EN02,Oligocottus maculosus,0,0
282-EN02,Oligocottus snyderi,0,0
282-EN02,Oncorhynchus clarkii lewisi,0,0
282-EN02,Oncorhynchus gorbuscha,4111,1
282-EN02,Oncorhynchus keta,0,0
282-EN02,Oncorhynchus kisutch,0,0
282-EN02,Oncorhynchus mykiss,0,0
282-EN02,Oncorhynchus nerka,0,0
282-EN02,Oncorhynchus tshawytscha,0,0
282-EN02,Ophiodon elongatus,0,0
282-EN02,Parophrys vetulus,0,0
282-EN02,Phanerodon vacca,0,0
282-EN02,Pholis gunnellus,0,0
282-EN02,Pholis laeta,16252,1
282-EN02,Pholis ornata,0,0
282-EN02,Phytichthys chirus,0,0
282-EN02,Platichthys stellatus,0,0
282-EN02,Pleuronichthys coenosus,0,0
282-EN02,Poromitra cristiceps,0,0
282-EN02,Prosopium williamsoni,0,0
282-EN02,Rhinogobiops nicholsii,0,0
282-EN02,Rimicola muscarum,0,0
282-EN02,Salmo salar,0,0
282-EN02,Salvelinus malma,0,0
282-EN02,Sardinops sp.,0,0
282-EN02,Scorpaenichthys marmoratus,0,0
282-EN02,Sebastes sp.,14698,1
282-EN02,Stenobrachius leucopsarus,0,0
282-EN02,Stenobrachius nannochir,0,0
282-EN02,Synchirus gilli,0,0
282-EN02,Syngnathus leptorhynchus,0,0
282-EN02,Thaleichthys pacificus,0,0
282-EN02,Trichodon trichodon,0,0
282-EN02,Xiphister atropurpureus,0,0
282-EN02,no identification,0,0
292-EN02,Agonomalus mozinoi,0,0
292-EN02,Albatrossia pectoralis,0,0
292-EN02,Ammodytes personatus,324,1
292-EN02,Ammodytes sp.,0,0
292-EN02,Anarrhichthys ocellatus,0,0
292-EN02,Anoplarchus purpurescens,0,0
292-EN02,Anoplopoma fimbria,0,0
292-EN02,Apodichthys flavidus,0,0
292-EN02,Artedius fenestralis,0,0
292-EN02,Artedius harringtoni,0,0
292-EN02,Artedius lateralis,0,0
292-EN02,Ascelichthys rhodorus,0,0
292-EN02,Aulorhynchus flavidus,0,0
292-EN02,Bathylagus pacificus,0,0
292-EN02,Blepsias cirrhosus,0,0
292-EN02,Brachyistius frenatus,0,0
292-EN02,Chauliodus macouni,0,0
292-EN02,Chitonotus pugetensis,0,0
292-EN02,Citharichthys sordidus,0,0
292-EN02,Citharichthys stigmaeus,0,0
292-EN02,Clinocottus embryum,0,0
292-EN02,Clinocottus globiceps,0,0
292-EN02,Clupea pallasii,61580,1
292-EN02,Coryphaenoides filifer,0,0
292-EN02,Cottus asper,4,1
292-EN02,Cottus cognatus,0,0
292-EN02,Cottus sp.,0,0
292-EN02,Cymatogaster aggregata,27177,1
292-EN02,Embiotoca lateralis,0,0
292-EN02,Engraulis mordax,0,0
292-EN02,Enophrys bison,0,0
292-EN02,Gadus chalcogrammus,0,0
292-EN02,Gadus macrocephalus,0,0
292-EN02,Gasterosteus aculeatus,0,0
292-EN02,Gibbonsia montereyensis,0,0
292-EN02,Glyptocephalus zachirus,0,0
292-EN02,Gobiesox maeandricus,0,0
292-EN02,Hemilepidotus hemilepidotus,0,0
292-EN02,Hemilepidotus spinosus,0,0
292-EN02,Hexagrammos decagrammus,0,0
292-EN02,Hexagrammos sp.,7956,1
292-EN02,Hippoglossus stenolepis,0,0
292-EN02,Hydrolagus colliei,0,0
292-EN02,Icelinus borealis,0,0
292-EN02,Icosteus aenigmaticus,0,0
292-EN02,Jordania zonope,0,0
292-EN02,Lepidogobius lepidus,0,0
292-EN02,Lepidopsetta bilineata,0,0
292-EN02,Leptocottus armatus,0,0
292-EN02,Liparis florae,0,0
292-EN02,Liparis mucosus,0,0
292-EN02,Liparis pulchellus,0,0
292-EN02,Lipolagus ochotensis,0,0
292-EN02,Lumpenus sagitta,0,0
292-EN02,Lumpenus sp.,0,0
292-EN02,Merluccius productus,0,0
292-EN02,Microstomus pacificus,0,0
292-EN02,Myoxocephalus jaok,0,0
292-EN02,Nannobrachium regale,11659,1
292-EN02,Nannobrachium ritteri,0,0
292-EN02,Nautichthys oculofasciatus,0,0
292-EN02,Odontopyxis trispinosa,0,0
292-EN02,Oligocottus maculosus,0,0
292-EN02,Oligocottus snyderi,0,0
292-EN02,Oncorhynchus clarkii lewisi,0,0
292-EN02,Oncorhynchus gorbuscha,0,0
292-EN02,Oncorhynchus keta,0,0
292-EN02,Oncorhynchus kisutch,0,0
292-EN02,Oncorhynchus mykiss,0,0
292-EN02,Oncorhynchus nerka,0,0
292-EN02,Oncorhynchus tshawytscha,0,0
292-EN02,Ophiodon elongatus,0,0
292-EN02,Parophrys vetulus,0,0
292-EN02,Phanerodon vacca,1830,1
292-EN02,Pholis gunnellus,0,0
292-EN02,Pholis laeta,0,0
292-EN02,Pholis ornata,0,0
292-EN02,Phytichthys chirus,0,0
292-EN02,Platichthys stellatus,0,0
292-EN02,Pleuronichthys coenosus,0,0
292-EN02,Poromitra cristiceps,0,0
292-EN02,Prosopium williamsoni,0,0
292-EN02,Rhinogobiops nicholsii,0,0
292-EN02,Rimicola muscarum,0,0
292-EN02,Salmo salar,0,0
292-EN02,Salvelinus malma,0,0
292-EN02,Sardinops sp.,0,0
292-EN02,Scorpaenichthys marmoratus,0,0
292-EN02,Sebastes sp.,0,0
292-EN02,Stenobrachius leucopsarus,0,0
292-EN02,Stenobrachius nannochir,10857,1
292-EN02,Synchirus gilli,0,0
292-EN02,Syngnathus leptorhynchus,0,0
292-EN02,Thaleichthys pacificus,0,0
292-EN02,Trichodon trichodon,0,0
292-EN02,Xiphister atropurpureus,0,0
292-EN02,no identification,0,0
304-EN02,Agonomalus mozinoi,0,0
304-EN02,Albatrossia pectoralis,4796,1
304-EN02,Ammodytes personatus,0,0
304-EN02,Ammodytes sp.,0,0
304-EN02,Anarrhichthys ocellatus,0,0
304-EN02,Anoplarchus purpurescens,0,0
304-EN02,Anoplopoma fimbria,0,0
304-EN02,Apodichthys flavidus,4079,1
304-EN02,Artedius fenestralis,0,0
304-EN02,Artedius harringtoni,0,0
304-EN02,Artedius lateralis,0,0
304-EN02,Ascelichthys rhodorus,0,0
304-EN02,Aulorhynchus flavidus,0,0
304-EN02,Bathylagus pacificus,0,0
304-EN02,Blepsias cirrhosus,0,0
304-EN02,Brachyistius frenatus,0,0
304-EN02,Chauliodus macouni,0,0
304-EN02,Chitonotus pugetensis,0,0
304-EN02,Citharichthys sordidus,0,0
304-EN02,Citharichthys stigmaeus,0,0
304-EN02,Clinocottus embryum,0,0
304-EN02,Clinocottus globiceps,0,0
304-EN02,Clupea pallasii,0,0
304-EN02,Coryphaenoides filifer,0,0
304-EN02,Cottus asper,221,1
304-EN02,Cottus cognatus,9300,1
304-EN02,Cottus sp.,0,0
304-EN02,Cymatogaster aggregata,41231,1
304-EN02,Embiotoca lateralis,0,0
304-EN02,Engraulis mordax,0,0
304-EN02,Enophrys bison,0,0
304-EN02,Gadus chalcogrammus,0,0
304-EN02,Gadus macrocephalus,0,0
304-EN02,Gasterosteus aculeatus,0,0
304-EN02,Gibbonsia montereyensis,0,0
304-EN02,Glyptocephalus zachirus,0,0
304-EN02,Gobiesox maeandricus,0,0
304-EN02,Hemilepidotus hemilepidotus,0,0
304-EN02,Hemilepidotus spinosus,0,0
304-EN02,Hexagrammos decagrammus,6171,1
304-EN02,Hexagrammos sp.,0,0
304-EN02,Hippoglossus stenolepis,0,0
304-EN02,Hydrolagus colliei,0,0
304-EN02,Icelinus borealis,0,0
304-EN02,Icosteus aenigmaticus,0,0
304-EN02,Jordania zonope,0,0
304-EN02,Lepidogobius lepidus,0,0
304-EN02,Lepidopsetta bilineata,0,0
304-EN02,Leptocottus armatus,0,0
304-EN02,Liparis florae,10143,1
304-EN02,Liparis mucosus,0,0
304-EN02,Liparis pulchellus,0,0
304-EN02,Lipolagus ochotensis,0,0
304-EN02,Lumpenus sagitta,0,0
304-EN02,Lumpenus sp.,0,0
304-EN02,Merluccius productus,0,0
304-EN02,Microstomus pacificus,0,0
304-EN02,Myoxocephalus jaok,0,0
304-EN02,Nannobrachium regale,0,0
304-EN02,Nannobrachium ritteri,0,0
304-EN02,Nautichthys oculofasciatus,0,0
304-EN02,Odontopyxis trispinosa,0,0
304-EN02,Oligocottus maculosus,0,0
304-EN02,Oligocottus snyderi,0,0
304-EN02,Oncorhynchus clarkii lewisi,0,0
304-EN02,Oncorhynchus gorbuscha,0,0
304-EN02,Oncorhynchus keta,0,0
304-EN02,Oncorhynchus kisutch,0,0
304-EN02,Oncorhynchus mykiss,0,0
304-EN02,Oncorhynchus nerka,0,0
304-EN02,Oncorhynchus tshawytscha,0,0
304-EN02,Ophiodon elongatus,0,0
304-EN02,Parophrys vetulus,0,0
304-EN02,Phanerodon vacca,0,0
304-EN02,Pholis gunnellus,0,0
304-EN02,Pholis laeta,0,0
304-EN02,Pholis ornata,0,0
304-EN02,Phytichthys chirus,0,0
304-EN02,Platichthys stellatus,7319,1
304-EN02,Pleuronichthys coenosus,0,0
304-EN02,Poromitra cristiceps,0,0
304-EN02,Prosopium williamsoni,0,0
304-EN02,Rhinogobiops nicholsii,0,0
304-EN02,Rimicola muscarum,0,0
304-EN02,Salmo salar,0,0
304-EN02,Salvelinus malma,0,0
304-EN02,Sardinops sp.,0,0
304-EN02,Scorpaenichthys marmoratus,0,0
304-EN02,Sebastes sp.,0,0
304-EN02,Stenobrachius leucopsarus,0,0
304-EN02,Stenobrachius nannochir,0,0
304-EN02,Synchirus gilli,0,0
304-EN02,Syngnathus leptorhynchus,0,0
304-EN02,Thaleichthys pacificus,0,0
304-EN02,Trichodon trichodon,0,0
304-EN02,Xiphister atropurpureus,0,0
304-EN02,no identification,175,1
43-DS24,Agonomalus mozinoi,0,0
43-DS24,Albatrossia pectoralis,2086,1
43-DS24,Ammodytes personatus,6687,1
43-DS24,Ammodytes sp.,0,0
43-DS24,Anarrhichthys ocellatus,158,1
43-DS24,Anoplarchus purpurescens,1144,1
43-DS24,Anoplopoma fimbria,208,1
43-DS24,Apodichthys flavidus,0,0
43-DS24,Artedius fenestralis,255,1
43-DS24,Artedius harringtoni,832,1
43-DS24,Artedius lateralis,0,0
43-DS24,Ascelichthys rhodorus,0,0
43-DS24,Aulorhynchus flavidus,0,0
43-DS24,Bathylagus pacificus,124,1
43-DS24,Blepsias cirrhosus,0,0
43-DS24,Brachyistius frenatus,0,0
43-DS24,Chauliodus macouni,0,0
43-DS24,Chitonotus pugetensis,183,1
43-DS24,Citharichthys sordidus,0,0
43-DS24,Citharichthys stigmaeus,98,1
43-DS24,Clinocottus embryum,0,0
43-DS24,Clinocottus globiceps,372,1
43-DS24,Clupea pallasii,23037,1
43-DS24,Coryphaenoides filifer,0,0
43-DS24,Cottus asper,1066,1
43-DS24,Cottus cognatus,472,1
43-DS24,Cottus sp.,0,0
43-DS24,Cymatogaster aggregata,8748,1
43-DS24,Embiotoca lateralis,0,0
43-DS24,Engraulis mordax,0,0
43-DS24,Enophrys bison,632,1
43-DS24,Gadus chalcogrammus,305,1
43-DS24,Gadus macrocephalus,0,0
43-DS24,Gasterosteus aculeatus,1227,1
43-DS24,Gibbonsia montereyensis,0,0
43-DS24,Glyptocephalus zachirus,0,0
43-DS24,Gobiesox maeandricus,0,0
43-DS24,Hemilepidotus hemilepidotus,144,1
43-DS24,Hemilepidotus spinosus,0,0
43-DS24,Hexagrammos decagrammus,2863,1
43-DS24,Hexagrammos sp.,831,1
43-DS24,Hippoglossus stenolepis,0,0
43-DS24,Hydrolagus colliei,0,0
43-DS24,Icelinus borealis,0,0
43-DS24,Icosteus aenigmaticus,0,0
43-DS24,Jordania zonope,0,0
43-DS24,Lepidogobius lepidus,0,0
43-DS24,Lepidopsetta bilineata,652,1
43-DS24,Leptocottus armatus,1442,1
43-DS24,Liparis florae,0,0
43-DS24,Liparis mucosus,0,0
43-DS24,Liparis pulchellus,0,0
43-DS24,Lipolagus ochotensis,0,0
43-DS24,Lumpenus sagitta,0,0
43-DS24,Lumpenus sp.,0,0
43-DS24,Merluccius productus,0,0
43-DS24,Microstomus pacificus,0,0
43-DS24,Myoxocephalus jaok,0,0
43-DS24,Nannobrachium regale,0,0
43-DS24,Nannobrachium ritteri,0,0
43-DS24,Nautichthys oculofasciatus,0,0
43-DS24,Odontopyxis trispinosa,0,0
43-DS24,Oligocottus maculosus,216,1
43-DS24,Oligocottus snyderi,305,1
43-DS24,Oncorhynchus clarkii lewisi,0,0
43-DS24,Oncorhynchus gorbuscha,0,0
43-DS24,Oncorhynchus keta,0,0
43-DS24,Oncorhynchus kisutch,1151,1
43-DS24,Oncorhynchus mykiss,0,0
43-DS24,Oncorhynchus nerka,200,1
43-DS24,Oncorhynchus tshawytscha,995,1
43-DS24,Ophiodon elongatus,0,0
43-DS24,Parophrys vetulus,259,1
43-DS24,Phanerodon vacca,501,1
43-DS24,Pholis gunnellus,0,0
43-DS24,Pholis laeta,1157,1
43-DS24,Pholis ornata,198,1
43-DS24,Phytichthys chirus,0,0
43-DS24,Platichthys stellatus,0,0
43-DS24,Pleuronichthys coenosus,0,0
43-DS24,Poromitra cristiceps,0,0
43-DS24,Prosopium williamsoni,0,0
43-DS24,Rhinogobiops nicholsii,0,0
43-DS24,Rimicola muscarum,0,0
43-DS24,Salmo salar,0,0
43-DS24,Salvelinus malma,0,0
43-DS24,Sardinops sp.,0,0
43-DS24,Scorpaenichthys marmoratus,0,0
43-DS24,Sebastes sp.,2294,1
43-DS24,Stenobrachius leucopsarus,511,1
43-DS24,Stenobrachius nannochir,0,0
43-DS24,Synchirus gilli,0,0
43-DS24,Syngnathus leptorhynchus,0,0
43-DS24,Thaleichthys pacificus,0,0
43-DS24,Trichodon trichodon,0,0
43-DS24,Xiphister atropurpureus,1042,1
43-DS24,no identification,216,1
44-DS24,Agonomalus mozinoi,0,0
44-DS24,Albatrossia pectoralis,0,0
44-DS24,Ammodytes personatus,0,0
44-DS24,Ammodytes sp.,0,0
44-DS24,Anarrhichthys ocellatus,0,0
44-DS24,Anoplarchus purpurescens,0,0
44-DS24,Anoplopoma fimbria,0,0
44-DS24,Apodichthys flavidus,0,0
44-DS24,Artedius fenestralis,0,0
44-DS24,Artedius harringtoni,0,0
44-DS24,Artedius lateralis,0,0
44-DS24,Ascelichthys rhodorus,0,0
44-DS24,Aulorhynchus flavidus,0,0
44-DS24,Bathylagus pacificus,0,0
44-DS24,Blepsias cirrhosus,0,0
44-DS24,Brachyistius frenatus,0,0
44-DS24,Chauliodus macouni,0,0
44-DS24,Chitonotus pugetensis,0,0
44-DS24,Citharichthys sordidus,0,0
44-DS24,Citharichthys stigmaeus,0,0
44-DS24,Clinocottus embryum,0,0
44-DS24,Clinocottus globiceps,0,0
44-DS24,Clupea pallasii,22687,1
44-DS24,Coryphaenoides filifer,0,0
44-DS24,Cottus asper,3913,1
44-DS24,Cottus cognatus,0,0
44-DS24,Cottus sp.,0,0
44-DS24,Cymatogaster aggregata,36124,1
44-DS24,Embiotoca lateralis,0,0
44-DS24,Engraulis mordax,0,0
44-DS24,Enophrys bison,0,0
44-DS24,Gadus chalcogrammus,0,0
44-DS24,Gadus macrocephalus,0,0
44-DS24,Gasterosteus aculeatus,0,0
44-DS24,Gibbonsia montereyensis,0,0
44-DS24,Glyptocephalus zachirus,0,0
44-DS24,Gobiesox maeandricus,0,0
44-DS24,Hemilepidotus hemilepidotus,0,0
44-DS24,Hemilepidotus spinosus,0,0
44-DS24,Hexagrammos decagrammus,0,0
44-DS24,Hexagrammos sp.,0,0
44-DS24,Hippoglossus stenolepis,0,0
44-DS24,Hydrolagus colliei,0,0
44-DS24,Icelinus borealis,0,0
44-DS24,Icosteus aenigmaticus,0,0
44-DS24,Jordania zonope,0,0
44-DS24,Lepidogobius lepidus,0,0
44-DS24,Lepidopsetta bilineata,0,0
44-DS24,Leptocottus armatus,8524,1
44-DS24,Liparis florae,0,0
44-DS24,Liparis mucosus,0,0
44-DS24,Liparis pulchellus,0,0
44-DS24,Lipolagus ochotensis,0,0
44-DS24,Lumpenus sagitta,0,0
44-DS24,Lumpenus sp.,0,0
44-DS24,Merluccius productus,0,0
44-DS24,Microstomus pacificus,0,0
44-DS24,Myoxocephalus jaok,0,0
44-DS24,Nannobrachium regale,0,0
44-DS24,Nannobrachium ritteri,0,0
44-DS24,Nautichthys oculofasciatus,0,0
44-DS24,Odontopyxis trispinosa,0,0
44-DS24,Oligocottus maculosus,11199,1
44-DS24,Oligocottus snyderi,0,0
44-DS24,Oncorhynchus clarkii lewisi,0,0
44-DS24,Oncorhynchus gorbuscha,0,0
44-DS24,Oncorhynchus keta,0,0
44-DS24,Oncorhynchus kisutch,0,0
44-DS24,Oncorhynchus mykiss,0,0
44-DS24,Oncorhynchus nerka,0,0
44-DS24,Oncorhynchus tshawytscha,0,0
44-DS24,Ophiodon elongatus,0,0
44-DS24,Parophrys vetulus,0,0
44-DS24,Phanerodon vacca,0,0
44-DS24,Pholis gunnellus,0,0
44-DS24,Pholis laeta,0,0
44-DS24,Pholis ornata,0,0
44-DS24,Phytichthys chirus,0,0
44-DS24,Platichthys stellatus,0,0
44-DS24,Pleuronichthys coenosus,0,0
44-DS24,Poromitra cristiceps,10716,1
44-DS24,Prosopium williamsoni,0,0
44-DS24,Rhinogobiops nicholsii,0,0
44-DS24,Rimicola muscarum,0,0
44-DS24,Salmo salar,0,0
44-DS24,Salvelinus malma,0,0
44-DS24,Sardinops sp.,0,0
44-DS24,Scorpaenichthys marmoratus,0,0
44-DS24,Sebastes sp.,646,1
44-DS24,Stenobrachius leucopsarus,0,0
44-DS24,Stenobrachius nannochir,0,0
44-DS24,Synchirus gilli,0,0
44-DS24,Syngnathus leptorhynchus,0,0
44-DS24,Thaleichthys pacificus,0,0
44-DS24,Trichodon trichodon,0,0
44-DS24,Xiphister atropurpureus,0,0
44-DS24,no identification,0,0
45-DS24,Agonomalus mozinoi,0,0
45-DS24,Albatrossia pectoralis,3772,1
45-DS24,Ammodytes personatus,4774,1
45-DS24,Ammodytes sp.,0,0
45-DS24,Anarrhichthys ocellatus,0,0
45-DS24,Anoplarchus purpurescens,5063,1
45-DS24,Anoplopoma fimbria,0,0
45-DS24,Apodichthys flavidus,0,0
45-DS24,Artedius fenestralis,0,0
45-DS24,Artedius harringtoni,11062,1
45-DS24,Artedius lateralis,0,0
45-DS24,Ascelichthys rhodorus,0,0
45-DS24,Aulorhynchus flavidus,0,0
45-DS24,Bathylagus pacificus,0,0
45-DS24,Blepsias cirrhosus,0,0
45-DS24,Brachyistius frenatus,0,0
45-DS24,Chauliodus macouni,0,0
45-DS24,Chitonotus pugetensis,0,0
45-DS24,Citharichthys sordidus,0,0
45-DS24,Citharichthys stigmaeus,0,0
45-DS24,Clinocottus embryum,0,0
45-DS24,Clinocottus globiceps,0,0
45-DS24,Clupea pallasii,26966,1
45-DS24,Coryphaenoides filifer,0,0
45-DS24,Cottus asper,3052,1
45-DS24,Cottus cognatus,0,0
45-DS24,Cottus sp.,0,0
45-DS24,Cymatogaster aggregata,15540,1
45-DS24,Embiotoca lateralis,0,0
45-DS24,Engraulis mordax,0,0
45-DS24,Enophrys bison,0,0
45-DS24,Gadus chalcogrammus,0,0
45-DS24,Gadus macrocephalus,0,0
45-DS24,Gasterosteus aculeatus,5756,1
45-DS24,Gibbonsia montereyensis,0,0
45-DS24,Glyptocephalus zachirus,0,0
45-DS24,Gobiesox maeandricus,0,0
